Set,Audio_ID,Source,Description,Speaker,Gender,Duration (s)
04_Ynsaghey,2213113,learn_manx_app_files,Balley Chashtal ,,,1.29
04_Ynsaghey,2214113,learn_manx_app_files,Laksaa ,,,1.15
04_Ynsaghey,2215113,learn_manx_app_files,Nagh abbyr eh ,,,1.35
04_Ynsaghey,2216113,learn_manx_app_files,Biggin ,,,0.92
04_Ynsaghey,2217113,learn_manx_app_files,Ta Jonee braew ,,,1.44
04_Ynsaghey,2218113,learn_manx_app_files,Cre’n traa t’ou goll dy lhie? ,,,1.96
04_Ynsaghey,2219113,learn_manx_app_files,Cre’n traa t’ou doostey? ,,,1.7
04_Ynsaghey,2220113,learn_manx_app_files,C’raad hie oo Jesarn? ,,,1.56
04_Ynsaghey,2221113,learn_manx_app_files,C’raad yinnagh Voirrey goll er laghyn seyrey? ,,,2.29
04_Ynsaghey,2222113,learn_manx_app_files,C’raad bare lesh Voirrey? ,,,1.58
04_Ynsaghey,2223113,learn_manx_app_files,T’eh nane ,,,1.07
04_Ynsaghey,2224113,learn_manx_app_files,C’raad yinnagh Orry goll? ,,,1.38
04_Ynsaghey,2225113,learn_manx_app_files,Quoid shuyr echey? ,,,1.52
04_Ynsaghey,2226113,learn_manx_app_files,Vanilla ,,,0.59
04_Ynsaghey,2227113,learn_manx_app_files,Nagh jinnagh ee giu? ,,,1.53
04_Ynsaghey,2230113,learn_manx_app_files,Tram Cabbyl ,,,1.53
04_Ynsaghey,2232113,learn_manx_app_files,C’raad hie oo riyr? ,,,1.78
04_Ynsaghey,2233113,learn_manx_app_files,Beagh oo maynrey cummal ayns Paris? ,,,1.93
04_Ynsaghey,2234113,learn_manx_app_files,Cha  beign ,,,0.81
04_Ynsaghey,2235113,learn_manx_app_files,Cre'n fa nagh beagh oo? ,,,1.38
04_Ynsaghey,2236113,learn_manx_app_files,T'eh beggan çheh ayns shen ,,,1.7
04_Ynsaghey,2237113,learn_manx_app_files,C’raad veagh oo ny smoo maynrey? ,,,1.94
04_Ynsaghey,2238113,learn_manx_app_files,Veign ny smoo maynrey ayns Sulby ,,,2.21
04_Ynsaghey,2239113,learn_manx_app_files,Ee peetsey! ,,,1.15
04_Ynsaghey,2240113,learn_manx_app_files,C’raad sy twoaie? ,,,1.4
04_Ynsaghey,2241113,learn_manx_app_files,Ta daa phaitçhey ayns my hie ,,,1.67
04_Ynsaghey,01,https://www.youtube.com/watch?v=-EtDG8szyhM,Ta mee ayns Rhumsaa jiu as she laa braew t'ayn,,,24.82
04_Ynsaghey,02,https://www.youtube.com/watch?v=t-bRIcWc-MY,S'mie lhiam kay-riojey as s'mie lhiam kay-riojey shocklaid,,,25.66
04_Ynsaghey,03,https://www.youtube.com/watch?v=hLGqBFxTCFk,Shoh Jishag y Nollick,,,21.11
04_Ynsaghey,04,https://www.youtube.com/watch?v=dX9Z3sSMJCg,Ta mee geearree ram stoo son y Nollick ,,,23.89
04_Ynsaghey,05,https://www.youtube.com/watch?v=O2hmMy58Szk,Nollick Ghennal ,,,21.2
04_Ynsaghey,06,https://www.youtube.com/watch?v=aYVR6psJs54,Blein Vie Noa ,,,20.53
04_Ynsaghey,07,https://www.youtube.com/watch?v=2AIXHz12lTg,"Bannaghtyn, mish Isla ",,,19.5
04_Ynsaghey,08,https://www.youtube.com/watch?v=eQXeGFpqxGI,"Bannaghtyn, mish Isla as ta mee braew ",,,21.9
04_Ynsaghey,09,https://www.youtube.com/watch?v=SLaR2AkSIGU,"Bannaghtyn, mish Isla as ta mee braew. kys t'ou?",,,23.85
04_Ynsaghey,10,https://www.youtube.com/watch?v=gcSUpJ2fYD4,"Bannaghtyn, mish Isla as ta mee braew as ta mee cummal ayns Mannin.",,,24.71
04_Ynsaghey,11,https://www.youtube.com/watch?v=JF13GlI7k9Q,Craad t'ou cummal?,,,18.58
04_Ynsaghey,12,https://www.youtube.com/watch?v=zVHiba99PbE,Ta mee shappal ayns Doolish. Craad t'ou shappal?,,,22.94
04_Ynsaghey,13,https://www.youtube.com/watch?v=LmjOlIFOjmM,"Ta mee cummal ayns Purt ny h-Inshey, ta mee shappal ayns Doolish as ta mee loayrt Gaelg boayl erbee",,,28.91
04_Ynsaghey,14,https://www.youtube.com/watch?v=w_CjtnyZXvI,Ta mee loayrt Gaelg ayns Doolish nish. C'raad t'ou loayrt Gaelg?,,,24.43
04_Ynsaghey,15,https://www.youtube.com/watch?v=F-lL_ukza-U,Ta mee er y twoaie jiu ,,,21.66
04_Ynsaghey,16,https://www.youtube.com/watch?v=s7kZYijrv40,Ta mee geearree goll shappal ayns Rhumsaa jiu,,,22.83
04_Ynsaghey,17,https://www.youtube.com/watch?v=GiOEs-RqbYI,Ta mee geearree miljanyn nish ,,,21.27
04_Ynsaghey,18,https://www.youtube.com/watch?v=PIFF8vLRDsE,Ta mee cummal ayns Mannin as ta Mannin yindyssagh,,,24.43
04_Ynsaghey,19,https://www.youtube.com/watch?v=ZB-isyFFaK0,Ta mee maynrey cummal ayns Purt ny h-Inshey as ta mee feer vaynrey cummal ayns Mannin,,,27.31
04_Ynsaghey,20,https://www.youtube.com/watch?v=uxX8tHD2RfM,Ta mee cummal ayns Purt ny h-Inshey agh ta mee shappal ayns Doolish,,,24.5
04_Ynsaghey,21,https://www.youtube.com/watch?v=qCH_Ghl6HJU,Mish Jenny as shoh my charrey Ali ,,,21.85
04_Ynsaghey,22,https://www.youtube.com/watch?v=_J3pmZ2q5W0,Ta shin ayns Purt Chiarn ,,,19.5
04_Ynsaghey,23,https://www.youtube.com/watch?v=fya7vmRJIYY,Ta mee geearree kay riojey nish ,,,21.27
04_Ynsaghey,24,https://www.youtube.com/watch?v=jC7eaHU5ZnA,Ta mee geearree caffee doo nish ,,,19.81
04_Ynsaghey,25,https://www.youtube.com/watch?v=BWtBEOVZ9vg,Ta mee goll dys Purt le Moirrey er y traen nish ,,,21.99
04_Ynsaghey,26,https://www.youtube.com/watch?v=0JrLPp8c9Xw,Ta mee goll dys Rhumsaa nish agh cha nel mee goll er y traen,,,24.27
04_Ynsaghey,27,https://www.youtube.com/watch?v=w6nxgjsrhH8,Vel oo fakin yn Moddey Doo? ,,,20.5
04_Ynsaghey,28,https://www.youtube.com/watch?v=pAnDP2zQJjU,T'eh feayr agglagh jiu ,,,22.94
04_Ynsaghey,29,https://www.youtube.com/watch?v=SHykcXkr00w,"Craad t'ou cummal, Cesar? ",,,25.22
04_Ynsaghey,30,https://www.youtube.com/watch?v=CcEbAVX57bA,"Mish Agatha, shoh James. Ta shin cummal ayns Mannin",,,30.81
04_Ynsaghey,31,https://www.youtube.com/watch?v=09BkF3EA1iE,Ta mee shappal ayns Purt Chiarn jiu ,,,22.57
04_Ynsaghey,32,https://www.youtube.com/watch?v=BQ4aCKKjs9I,Ta mee shappal ayns Purt Chiarn jiu as t'eh beggan tarroogh ,,,25.54
04_Ynsaghey,33,https://www.youtube.com/watch?v=BVafB01nKjU,Shoh yn traie ayns Purt Chiarn. Nagh vel eh aalin? ,,,29.86
04_Ynsaghey,34,https://www.youtube.com/watch?v=FM5bX6klsT4,Shoh baatyn eeastee,,,20.85
04_Ynsaghey,35,https://www.youtube.com/watch?v=ykwcFM8-k9w,Er-lhiam dy vel yn jiass yindyssagh,,,23.22
04_Ynsaghey,36,https://www.youtube.com/watch?v=ZlsawDb3hmU,Vel eh feeu goll shappal ayns Rhumsaa?,,,23.34
04_Ynsaghey,37,https://www.youtube.com/watch?v=0NOswM9tg1o,T'ad cloie feeal ,,,20.22
04_Ynsaghey,38,https://www.youtube.com/watch?v=BHE8CRU8Hfc,Cha nel eh feer tarroogh ayns Rhumsaa jiu agh t'eh tarroogh dy liooar,,,26.15
04_Ynsaghey,39,https://www.youtube.com/watch?v=ou9EOApit68,Vel monney sleih shappal ayns Rhumsaa jiu?,,,23.22
04_Ynsaghey,40,https://www.youtube.com/watch?v=pEspdjBt57k,T'eh braew yindyssagh ayns Rhumsaa jiu,,,22.11
04_Ynsaghey,41,https://www.youtube.com/watch?v=V2O47_YaJ-I,Ta mee ec shapp y vaatey-saualtys ayns Rhumsaa,,,22.66
04_Ynsaghey,42,https://www.youtube.com/watch?v=eLVNsKODeho,Ta awin goll fo yn droghad,,,21.39
04_Ynsaghey,43,https://www.youtube.com/watch?v=Ctu4OSIrJGI,Mie lhiat Marmite? Cha mie,,,22.45
04_Ynsaghey,44,https://www.youtube.com/watch?v=SYJcZcwAuls,"Vel oo geearree Marmite nish? Cha nel, cha mie lhiam Marmite",,,25.91
04_Ynsaghey,45,https://www.youtube.com/watch?v=6EfjN__MLlM,"Mie lhiat spollagyn? Aye, s'mie lhiam spollagyn ram ",,,27.89
04_Ynsaghey,46,https://www.youtube.com/watch?v=9-dC8shkDA4,Ta ny spollagyn yindyssagh. ,,,20.57
04_Ynsaghey,47,https://www.youtube.com/watch?v=pfs2Qio7m8U,Vel accrys ort? Cha nel nish ,,,21.9
04_Ynsaghey,48,https://www.youtube.com/watch?v=Ydtu1HO_zwY,"Vel oo geearree Marmite? Cha nel nish, gura mie ayd 150 ",,,25.01
04_Ynsaghey,49,https://www.youtube.com/watch?v=ZbXWxYkYAqs,"Nane, jees, tree, kiare, queig, shey, shiaght, hoght, nuy, jeih ",,,27.26
04_Ynsaghey,50,https://www.youtube.com/watch?v=e0oLAnaTc18,"Nane, jees, tree, kiare, queig, shey, shiaght, hoght, nuy, jeih, nane-jeig, daa-yeig, tree-jeig, kiare-jeig, queig-jeig, shey-jeig, shiaght-jeig, hoght-jeig, nuy-jeig, feed",,,41.45
04_Ynsaghey,51,https://www.youtube.com/watch?v=8CyHHUz614U,"Jelune, Jemayrt, Jecrean, Jerdein, Jeheiney, Jesarn, Jedoonee ",,,28.51
04_Ynsaghey,52,https://www.youtube.com/watch?v=jFl1h-bAZro,Ta mee ec yn Cheyllys nish ,,,22.38
04_Ynsaghey,53,https://www.youtube.com/watch?v=h_XZjlycU7g,Ta mee ec yn Cheyllys nish as she laa braew t'ayn,,,25.38
04_Ynsaghey,54,https://www.youtube.com/watch?v=4XOlmnHuUZQ,Jiu ta mee ayns Purt Chiarn agh share lhiam Purt ny h-Inshey,,,26.26
04_Ynsaghey,55,https://www.youtube.com/watch?v=8X5lS1tMcqg,Ta mee ayns Purt Chiarn agh ta mee geearree goll dys Purt ny h-Inshey,,,25.15
04_Ynsaghey,56,https://www.youtube.com/watch?v=zommypJ4gQI,Vel Manannan cummal er Barrool Twoaie? ,,,22.27
04_Ynsaghey,57,https://www.youtube.com/watch?v=tp93ohURVVE,"Cha nel Manannan cummal er Barrool Twoaie, t'eh cummal er Barrool Jiass ",,,26.77
04_Ynsaghey,58,https://www.youtube.com/watch?v=3C6R_ZVNUIA,C'raad share lhiat shappal: Purt Chiarn ny Doolish?,,,25.01
04_Ynsaghey,59,https://www.youtube.com/watch?v=O9I7S3F7EWw,S'mie lhiam yn Cholloo agh cha nel mee geearree cummal ayns shen,,,25.77
04_Ynsaghey,60,https://www.youtube.com/watch?v=oUIVFV32gWs,Vel uss geearree cummal er y Cholloo?,,,22.71
04_Ynsaghey,61,https://www.youtube.com/watch?v=gbSlaIRP1KM,S'mie lhiam giÃ¹ bainney as gee curree ,,,21.22
04_Ynsaghey,62,https://www.youtube.com/watch?v=NbUAzQG6m50,"S'mie lhiam giu bainney, gee curree as loayrt Gaelg. Cre s'mie lhiat? ",,,27.33
04_Ynsaghey,63,https://www.youtube.com/watch?v=H-T2SXMcn_s,S'mie lhiam Doolish as Purt le Moirrey. C'raad share lhiat? ,,,24.45
04_Ynsaghey,64,https://www.youtube.com/watch?v=WxoIoE9VF3s,S'mie lhiam curree as bonnag agh share lhiam spollaghyn ,,,23.82
04_Ynsaghey,65,https://www.youtube.com/watch?v=ZAKinAeI_Qs,"S'mie lhiam curree, bonnag as spollagyn agh share lhiam Gaelg",,,24.82
04_Ynsaghey,66,https://www.youtube.com/watch?v=MJpF3gEpVGs,S'mie lhiam kay riojey Vanilla er y fa dy vel eh blasstal,,,25.29
04_Ynsaghey,67,https://www.youtube.com/watch?v=kpkbmg7ZChE,S'mie lhiam gee curree er y fa dy vel eh blasstal,,,24.54
04_Ynsaghey,68,https://www.youtube.com/watch?v=9Jd-l62-Fp8,S'mie lhiam Rhumsaa agh share lhiam Purt le Moirrey,,,23.17
04_Ynsaghey,69,https://www.youtube.com/watch?v=yyEBubwttHw,S'mie lhiam loayrt er y Ã§hellvane as s'mie lhiam tweetal,,,26.59
04_Ynsaghey,70,https://www.youtube.com/watch?v=klCEE-Gz9VI,S'mie lhiam Creneash agh cha nel monney shappyn ayns shoh,,,24.22
04_Ynsaghey,71,https://www.youtube.com/watch?v=sqt9KHrrR2M,Shoh shenn thie Harry Kelly,,,21.78
04_Ynsaghey,72,https://www.youtube.com/watch?v=WPPgrXRJXi4,S'mie lhiam thie Harry Kelly agh ta mee maynrey nagh vel mee cummal ayns shen,,,28.86
04_Ynsaghey,73,https://www.youtube.com/watch?v=9xOqw-0cIwc,S'mie lhiam yn traen agh share lhiam yn baatey,,,24.78
04_Ynsaghey,74,https://www.youtube.com/watch?v=PeHZhZyFYko,Cre smie lhiat jannoo ec yn jerrey-shiaghtin? ,,,24.45
04_Ynsaghey,75,https://www.youtube.com/watch?v=K5gVt3KzkqY,Cre smie lhiat jannoo er y jerrey-shiaghtin? S'mie lhiam cadley,,,26.26
04_Ynsaghey,76,https://www.youtube.com/watch?v=3qNgdRbLS4A,Vel Purt le Moirrey ny share na Purt ny h-Inshey? Cha nel,,,22.83
04_Ynsaghey,77,https://www.youtube.com/watch?v=GM8lPz9Bsx0,Vel Rhumsaa ny share na Purt le Moirrey? S'liklee dy vel eh,,,23.71
04_Ynsaghey,78,https://www.youtube.com/watch?v=m1oyOFA-EYU,Vel Doolish ny smoo aalin na Purt ny h-Inshey? Cha nel eh,,,24.38
04_Ynsaghey,79,https://www.youtube.com/watch?v=VmGGtKMbHVI,Vel Colby ny smoo danjeyragh na Purt ny h-Inshey?,,,25.59
04_Ynsaghey,80,https://www.youtube.com/watch?v=T1LIkmCW4ZU,Vel Dalby ny smoo dree na Colby? Cha nel mee shickyr,,,25.73
04_Ynsaghey,81,https://www.youtube.com/watch?v=gN76VUU2yWQ,Vel Purt ny h-Inshey ny smoo tarroogh na Purt le Moirrey? Er-lhiams dy vel eh,,,25.29
04_Ynsaghey,82,https://www.youtube.com/watch?v=79Dok_6X3HA,Vel yn jiass ny share na'n twoaie?,,,22.78
04_Ynsaghey,83,https://www.youtube.com/watch?v=HpqBbODGATA,S'mie lhiam Purt ny h-Inshey as s'mie lhiam shiaulley ,,,23.27
04_Ynsaghey,84,https://www.youtube.com/watch?v=mrHG39OlUOA,S'mie lhiam Purt ny h-Inshey as s'mie lhiam loayrt Gaelg,,,23.01
04_Ynsaghey,85,https://www.youtube.com/watch?v=UI5VatEs7_U,S'mie lhiam cummal ayns Purt ny h-Inshey er y fa dy vel eh aalin ,,,24.27
04_Ynsaghey,86,https://www.youtube.com/watch?v=60aKGF_PWnE,Ta Purt ny h-Inshey feer aalin,,,21.22
04_Ynsaghey,87,https://www.youtube.com/watch?v=K876TRJrHVI,S'mie lhiam snaue agh cha nel mee geearree snaue nish ,,,24.54
04_Ynsaghey,88,https://www.youtube.com/watch?v=YP0Brp_twUU,S'mie lhiam Colby agh share lhiam Purt ny h-Inshey er y fa dy vel eh feer aalin,,,27.1
04_Ynsaghey,89,https://www.youtube.com/watch?v=P0lpj5yw454,S'mie lhiam yn baatey shoh ,,,21.62
04_Ynsaghey,90,https://www.youtube.com/watch?v=NWKJAWlzOzk,Nagh vel yn baatey shoh yindyssagh? ,,,22.73
04_Ynsaghey,91,https://www.youtube.com/watch?v=VoKNlDmsmO8,Mie lhiat yn baatey shoh? ,,,20.69
04_Ynsaghey,92,https://www.youtube.com/watch?v=2GSuPHqAm5Y,S'mie lhiam yn traie ayns Purt ny h-Inshey,,,20.9
04_Ynsaghey,93,https://www.youtube.com/watch?v=CpwxAyP4BTk,S'mie lhiam yn traie ayns Purt ny h-Inshey. Nagh vel eh yindyssagh?,,,23.45
04_Ynsaghey,94,https://www.youtube.com/watch?v=cJLlVvOqGPw,S'mie lhiam gee kay-riojey shocklaid er y traie ayns Purt ny h-Inshey,,,25.77
04_Ynsaghey,95,https://www.youtube.com/watch?v=ZihC_RvHPHw,S'mie lhiam curree agh share lhiam kay riojey shocklaid,,,25.26
04_Ynsaghey,96,https://www.youtube.com/watch?v=9pQh7PZPcQw,Nagh vel eh yindyssagh gee kay riojey er y traie ayns Purt ny h-Inshey,,,25.05
04_Ynsaghey,97,https://www.youtube.com/watch?v=O-fHAvbKCBg,By vie lhiat kay riojey? ,,,23.06
04_Ynsaghey,98,https://www.youtube.com/watch?v=qv02du8WOAk,Ren mee goll dys Doolish Jesarn ,,,21.29
04_Ynsaghey,99,https://www.youtube.com/watch?v=8i_ZLVhy69U,Ren mee goll dys thie-bee ayns Doolish Jedoonee,,,23.17
04_Ynsaghey,100,https://www.youtube.com/watch?v=8fmM58_bNUI,Ren mee goll dys yn thie-tashtee ayns Doolish Jelune ,,,22.66
04_Ynsaghey,101,https://www.youtube.com/watch?v=unAh5sMha40,Ren mee goll dys yn thie-fillym ayns Doolish Jemayrt ,,,23.13
04_Ynsaghey,102,https://www.youtube.com/watch?v=O-nipEYu0OE,Ren mee goll dys yn thie-ellyn ayns Doolish Jecrean ,,,23.823688
04_Ynsaghey,103,https://www.youtube.com/watch?v=K5vyOAXOWtE,Ren mee goll thie-caffee ayns Doolish Jerdein,,,23.057438
04_Ynsaghey,104,https://www.youtube.com/watch?v=1E9urB5dPcY,Ren mee goll shappal ayns Doolish Jeheiney,,,22.012563
04_Ynsaghey,105,https://www.youtube.com/watch?v=VSfO8J1Tgho,Ren mee gynsaghey ram Gaelg Jesarn as Jedoonee,,,23.498625
04_Ynsaghey,106,https://www.youtube.com/watch?v=ltmxYLMAv_8,Cre'n laa ren oo gynsaghey Gaelg? ,,,22.059
04_Ynsaghey,107,https://www.youtube.com/watch?v=TEW-HBQr1nc,Cre oddys oo jannoo ayns Rhumsaa?,,,21.617813
04_Ynsaghey,108,https://www.youtube.com/watch?v=YyRazN5cefU,Cre oddys oo kionnaghey ayns Rhumsaa?,,,22.175063
04_Ynsaghey,109,https://www.youtube.com/watch?v=AhoMidxeNhA,Nod oo fakin yn droghad?,,,21.2695
04_Ynsaghey,110,https://www.youtube.com/watch?v=cUzajOPVjzs,Nod oo fakin Kione Vraddda?,,,22.267938
04_Ynsaghey,111,https://www.youtube.com/watch?v=cmUH6ZuSbsU,Foddym snaue feer vie,,,21.29275
04_Ynsaghey,112,https://www.youtube.com/watch?v=rmHBi4u6fs8,Foddym snaue feer vie agh cha nel mee geearree snaue nish,,,25.449125
04_Ynsaghey,113,https://www.youtube.com/watch?v=6S2fzIlAAMo,Foddym snaue agh cha noddym snaue gollrish eeast,,,24.427438
04_Ynsaghey,114,https://www.youtube.com/watch?v=X03Lui3C4fw,Foddym snaue gollrish perkin,,,21.896438
04_Ynsaghey,115,https://www.youtube.com/watch?v=wvBovq6HIfc,Foddym snaue gollrish perkin as foddym loayrt boghtynid,,,27.097688
04_Ynsaghey,116,https://www.youtube.com/watch?v=q9ikTUiBamY,"Noddym geddyn spollag? Cha nod, gow my leshtal ",,,23.498625
04_Ynsaghey,117,https://www.youtube.com/watch?v=qnBhXSJvSaM,By vie lhiat spollag? By vie,,,21.2695
04_Ynsaghey,118,https://www.youtube.com/watch?v=ZzhVWvhYYUw,"Cre by vie lhiat gee nish? Tooilley spollagyn, my sailt",,,24.055875
04_Ynsaghey,119,https://www.youtube.com/watch?v=FRyAJ5DgpJc,"Cre by vie lhiat giu nish? By vie lhiam ushtey, my sailt",,,24.009438
04_Ynsaghey,120,https://www.youtube.com/watch?v=_zbBdsekzpQ,Nod oo fakin yn Cholloo?,,,21.85
04_Ynsaghey,121,https://www.youtube.com/watch?v=fbZAK8wza_w,Ta'n cheayn beggan garroo jiu,,,22.976
04_Ynsaghey,122,https://www.youtube.com/watch?v=dmnxy_J8qAc,Ta'n cheayn beggan garroo son snaue jiu,,,23.893375
04_Ynsaghey,123,https://www.youtube.com/watch?v=tEfL1d3gah8,Foddym snaue agh cha noddym snaue gollrish raun,,,28.908875
04_Ynsaghey,124,https://www.youtube.com/watch?v=xxva1-Qnj2o,Er-lhiam dy vel eh ro-gharroo son Gobbag Vooar,,,24.289
04_Ynsaghey,125,https://www.youtube.com/watch?v=_o3K9kmYtVc,"Mish Ali, shoh my vac, Fraser ",,,21.55
04_Ynsaghey,126,https://www.youtube.com/watch?v=37JTG87ukNs,"Mish Jenny, shoh my inneen, Dotty ",,,21.99
04_Ynsaghey,127,https://www.youtube.com/watch?v=Pz-NeuRoA8o,Mish Jenny. Ta daa phaitchey aym ,,,21.78
04_Ynsaghey,128,https://www.youtube.com/watch?v=wkaPkk-RdEA,Mish Ali. Ta daa vac aym ,,,19.85
04_Ynsaghey,129,https://www.youtube.com/watch?v=ldg4zE1rvio,Shoh un vuc ayns muclagh,,,24.01
04_Ynsaghey,130,https://www.youtube.com/watch?v=vY2smU7UDUQ,Shoh daa vuc ayns muclagh,,,24.73
04_Ynsaghey,131,https://www.youtube.com/watch?v=6VhXDWfg_pM,"Un vuc, daa vuc, tree muckyn",,,25.15
04_Ynsaghey,132,https://www.youtube.com/watch?v=miCU-IFpK5w,Vel uss cummal gollrish muc ayns muclagh? ,,,23.29
04_Ynsaghey,133,https://www.youtube.com/watch?v=zMDUUnkJzrw,"Vel braar ayd? Ta, ta un vraar ayms",,,24.01
04_Ynsaghey,134,https://www.youtube.com/watch?v=C5qx-E_CSXE,Vel shuyr ayd? Ta un shuyr ayms,,,21.99
04_Ynsaghey,135,https://www.youtube.com/watch?v=VuXukuci9hc,Vel shuyr ayd?  Cha nel shuyr ayms agh ta braar ayms,,,25.29
04_Ynsaghey,136,https://www.youtube.com/watch?v=IUl-yU2PfJc,"Vel braar ayd? Ta, ta daa vraar aym",,,22.73
04_Ynsaghey,137,https://www.youtube.com/watch?v=yzU3KhmQpsI,"Vel shuyr ayd? Ta, ta daa huyr aym",,,22.01
04_Ynsaghey,138,https://www.youtube.com/watch?v=jveiE2uFWB0,"Vel biggin ayd? Ta, ta daa chabbyl aym as daa chayt aym",,,25.22
04_Ynsaghey,139,https://www.youtube.com/watch?v=K6YRpdGIETU,Vel biggin ayd? Ta un voddey ayms,,,21.62
04_Ynsaghey,140,https://www.youtube.com/watch?v=G-FMpCQkoWE,Ta'n keyrrey Loaghtan jeeaghyn beggan danjeyragh,,,27.98
04_Ynsaghey,141,https://www.youtube.com/watch?v=g0_loVtdU5Y,Shoh muc ayns muclagh,,,29.33
04_Ynsaghey,142,https://www.youtube.com/watch?v=otcq8XrfoNk,Mie lhiat ny ratchyn TT? ,,,24.33
04_Ynsaghey,143,https://www.youtube.com/watch?v=UqVPjwz0s_o,Ta ny roaryn bree beggan feiyral,,,24.3345
04_Ynsaghey,144,https://www.youtube.com/watch?v=2ysgkNeh6y8,Cha nel oo lowit ayns shoh,,,24.38
04_Ynsaghey,145,https://www.youtube.com/watch?v=-8y9J2zWo4s,Nagh vel yn twoaie jeeaghyn yindyssagh nish?,,,22.18
04_Ynsaghey,146,https://www.youtube.com/watch?v=shhREDULcSQ,TT aboo!,,,31.42
04_Ynsaghey,147,https://www.youtube.com/watch?v=kKYIb8O_dr8,S'mie lhiam ratchal ,,,22.66
04_Ynsaghey,148,https://www.youtube.com/watch?v=qytTz8eHuUE,S'mie lhiam Mannin ,,,27.35
04_Ynsaghey,149,https://www.youtube.com/watch?v=XFolVO5V_F8,"Fastyr mie, mish....",,,29.79
04_Ynsaghey,150,https://www.youtube.com/watch?v=CvfJMBOKX_s,S'mie lhiam Syndey...Syndey aboo! ,,,18.25
04_Ynsaghey,151,https://www.youtube.com/watch?v=wSc7gVNV5R8,Ta mee feer tappee ,,,23.71
04_Ynsaghey,152,https://www.youtube.com/watch?v=UvgrOWq7rgg,Shoh my roar-bree,,,23.57
04_Ynsaghey,153,https://www.youtube.com/watch?v=v-ZlnlxabiI,Ta mee cummal ayns Kiondroghad ,,,26.08
04_Ynsaghey,154,https://www.youtube.com/watch?v=qdqOHBhsWxs,Shoh my roar-bree. Nagh vel eh yindyssagh?,,,27.91
04_Ynsaghey,155,https://www.youtube.com/watch?v=cMqJ_zYv-0U,Mannin aboo! Falkirk aboo!,,,17.95
04_Ynsaghey,156,https://www.youtube.com/watch?v=6sfoBvvzhPA,Hee'm shiu ,,,23.61
04_Ynsaghey,157,https://www.youtube.com/watch?v=Yr_DqkJNl4M,S'mie lhiam TT ,,,23.27
04_Ynsaghey,158,https://www.youtube.com/watch?v=fsyczeWL-vU,The months of the year in Manx,,,36.66
04_Ynsaghey,159,https://www.youtube.com/watch?v=nLf1JW3-KUg,Ta mee goll shappal nish er y fa dy vel mee geearree kionnaghey bainney,,,24.43
04_Ynsaghey,160,https://www.youtube.com/watch?v=m_o3Irhx6qk,Ta mee goll shappal nish er y fa dy vel mee geearree kionnaghey bainney as arran,,,24.57
04_Ynsaghey,161,https://www.youtube.com/watch?v=sl2bQ84vF_A,Ta mee goll shappal nish er y fa dy vel mee geearree kionnaghey bainney eeym as arran,,,26.43
04_Ynsaghey,162,https://www.youtube.com/watch?v=2W3oJO47WH0,"Ta mee goll shappal nish er y fa dy vel mee geearree kionnaghey bainney, eeym, arran as eeast",,,27.33
04_Ynsaghey,163,https://www.youtube.com/watch?v=UPS_bViWyxI,Ta ram smook ayn ,,,21.73
04_Ynsaghey,164,https://www.youtube.com/watch?v=2ETbSQXevbA,Er-lhiam dy jean yn traen goll dys Doolish nish,,,24.15
04_Ynsaghey,165,https://www.youtube.com/watch?v=1JR6DkKQgN4,Ta'n traen  gimmeeaght dys Doolish nish,,,28.82
04_Ynsaghey,166,https://www.youtube.com/watch?v=rA-5dq09qes,Ta'n traen goll dys Doolish agh ta mish goll dys yn thie-lhionney,,,26.75
04_Ynsaghey,167,https://www.youtube.com/watch?v=FCVUqRJzxlo,Ren mee cheet dys Doolish er y traen jiu,,,22.11
04_Ynsaghey,168,https://www.youtube.com/watch?v=PfODA0Qr1_0,"S'mie lhiam yn traen, t'eh yindyssagh ",,,22.22
04_Ynsaghey,169,https://www.youtube.com/watch?v=MhmUHavdN-0,"Ta mee goll dys Rhumsaa, cha nel mee goll er y traen, ta mee goll er y varroose",,,29.19
04_Ynsaghey,170,https://www.youtube.com/watch?v=VEbLFXIXiCs,Cre share lhiat: traen ny baatey?,,,25.01
04_Ynsaghey,171,https://www.youtube.com/watch?v=O0DMU50nFmA,Jagh oo dys Crosby jea? Cha jagh,,,21.41
04_Ynsaghey,172,https://www.youtube.com/watch?v=p-A60O-xoKk,Jagh oo dys Doolish jea? Hie ,,,23.71
04_Ynsaghey,173,https://www.youtube.com/watch?v=Z_0N3bjbgOc,Jagh oo dys Doolish jea? Hie. ,,,24.61
04_Ynsaghey,174,https://www.youtube.com/watch?v=O9Pz-44SLUk,Vaik oo Cesar jea? Honnick,,,24.27
04_Ynsaghey,175,https://www.youtube.com/watch?v=uGzKnr5S8a8,Vaik oo Cesar Jesarn? Cha vaik,,,22.85
04_Ynsaghey,176,https://www.youtube.com/watch?v=htdEhF6YG90,Vaik oo yn Moddey Doo jea ayns Purt ny h-Inshey? Honnick,,,23.78
04_Ynsaghey,177,https://www.youtube.com/watch?v=6TXKYUkVGNY,Vaik oo yn Moddey Doo jea ayns Purt ny h-Inshey?,,,24.89
04_Ynsaghey,178,https://www.youtube.com/watch?v=XvUAC_F6wF0,Vaik oo yn Moddey Doo ayns Purt le Moirrey jea? ,,,21.83
